,METHOD,REGION,ANALYSIS_YEAR,ISLAND,Sector,GENUS_CODE,n,Ntot,Mean_AdColDen,SE_AdColDen,Mean_JuvColDen,SE_JuvColDen,Mean_Ave.od,SE_Ave.od,Mean_Ave.rd,SE_Ave.rd,Mean_Ave.size,SE_Ave.size,Mean_BLE_Prev,SE_BLE_Prev,Mean_AcuteDZ_Prev,SE_AcuteDZ_Prev,Mean_ChronicDZ_Prev,SE_ChronicDZ_Prev
1520,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,POCS,4,13806,1.807523679,0.6908639,0.45592496,0.170723813,3.008721464,1.788536886,0.523186368,0.353247018,13.03278638,1.889601288,0.78545922,0.785283443,0.935395989,0.935295802,0,0
1521,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,PODS,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1522,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,POLY,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1523,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,POSP,4,13806,8.343836446,2.785873871,5.308525279,1.04264342,15.51069194,4.786303371,0.009409879,0.009407773,15.48564535,1.68002239,0,0,0,0,0,0
1524,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,PSSP,4,13806,0.028394723,0.028388368,0,0,1.618499203,0,0,0,1.780349124,0,0,0,0,0,0,0
1525,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SASP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1526,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SCAS,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1527,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SCSP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1528,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SESP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1529,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SSSS,4,13806,11.53244809,2.54462679,8.402937732,2.143158792,13.96196675,4.873009518,0.06050097,0.038735867,15.30834644,1.294350632,0.193279495,0.193236241,0.146608108,0.146592406,0,0
1530,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,STSP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1531,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,STYP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1532,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,STYS,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1533,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,SYSP,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1534,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,TUBA,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1535,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,TURS,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1536,DIVER,MHI,2013,Hawaii,HAW_HAMAKUA,UNKN,4,13806,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1537,DIVER,MHI,2013,Hawaii,HAW_KONA,ACAS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1538,DIVER,MHI,2013,Hawaii,HAW_KONA,ACSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1539,DIVER,MHI,2013,Hawaii,HAW_KONA,ALSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1540,DIVER,MHI,2013,Hawaii,HAW_KONA,ASSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1541,DIVER,MHI,2013,Hawaii,HAW_KONA,ASTS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1542,DIVER,MHI,2013,Hawaii,HAW_KONA,BASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1543,DIVER,MHI,2013,Hawaii,HAW_KONA,CASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1544,DIVER,MHI,2013,Hawaii,HAW_KONA,COES,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1545,DIVER,MHI,2013,Hawaii,HAW_KONA,COSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1546,DIVER,MHI,2013,Hawaii,HAW_KONA,CTSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1547,DIVER,MHI,2013,Hawaii,HAW_KONA,CYPS,7,22910,0.010579078,0.010576895,0,0,0,0,0,0,1.586861632,0,0,0,0,0,0,0
1548,DIVER,MHI,2013,Hawaii,HAW_KONA,CYSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1549,DIVER,MHI,2013,Hawaii,HAW_KONA,DIAS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1550,DIVER,MHI,2013,Hawaii,HAW_KONA,DISP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1551,DIVER,MHI,2013,Hawaii,HAW_KONA,ECHL,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1552,DIVER,MHI,2013,Hawaii,HAW_KONA,ECHP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1553,DIVER,MHI,2013,Hawaii,HAW_KONA,EUSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1554,DIVER,MHI,2013,Hawaii,HAW_KONA,FASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1555,DIVER,MHI,2013,Hawaii,HAW_KONA,FAVS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1556,DIVER,MHI,2013,Hawaii,HAW_KONA,FUSP,7,22910,0.020626364,0.020624181,0,0,0,0,0,0,3.712745526,0,0,0,0,0,0,0
1557,DIVER,MHI,2013,Hawaii,HAW_KONA,GARS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1558,DIVER,MHI,2013,Hawaii,HAW_KONA,GASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1559,DIVER,MHI,2013,Hawaii,HAW_KONA,GONS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1560,DIVER,MHI,2013,Hawaii,HAW_KONA,GOSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1561,DIVER,MHI,2013,Hawaii,HAW_KONA,HASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1562,DIVER,MHI,2013,Hawaii,HAW_KONA,HERS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1563,DIVER,MHI,2013,Hawaii,HAW_KONA,HYSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1564,DIVER,MHI,2013,Hawaii,HAW_KONA,ISSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1565,DIVER,MHI,2013,Hawaii,HAW_KONA,LEPS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1566,DIVER,MHI,2013,Hawaii,HAW_KONA,LEPT,7,22910,0.048086716,0.028672511,0.05156591,0.051560454,1.586861632,0,0,0,5.968987342,0,0,0,0,0,0,0
1567,DIVER,MHI,2013,Hawaii,HAW_KONA,LESP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1568,DIVER,MHI,2013,Hawaii,HAW_KONA,LOBS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1569,DIVER,MHI,2013,Hawaii,HAW_KONA,MESP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1570,DIVER,MHI,2013,Hawaii,HAW_KONA,MONS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1571,DIVER,MHI,2013,Hawaii,HAW_KONA,MOSP,7,22910,2.254558973,0.305868761,1.694839711,0.285857109,6.745244206,0.736715812,0.274855283,0.207503552,12.58704401,1.716436782,5.050826151,3.098677164,0,0,0,0
1572,DIVER,MHI,2013,Hawaii,HAW_KONA,MYSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1573,DIVER,MHI,2013,Hawaii,HAW_KONA,OUSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1574,DIVER,MHI,2013,Hawaii,HAW_KONA,OXSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1575,DIVER,MHI,2013,Hawaii,HAW_KONA,PACS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1576,DIVER,MHI,2013,Hawaii,HAW_KONA,PALS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1577,DIVER,MHI,2013,Hawaii,HAW_KONA,PARA,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1578,DIVER,MHI,2013,Hawaii,HAW_KONA,PAVS,7,22910,0.31328288,0.200343045,0.319246811,0.222336266,3.61380378,0.562618209,0,0,10.19887641,2.300243327,0,0,0,0,0,0
1579,DIVER,MHI,2013,Hawaii,HAW_KONA,PESP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1580,DIVER,MHI,2013,Hawaii,HAW_KONA,PHSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1581,DIVER,MHI,2013,Hawaii,HAW_KONA,PLER,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1582,DIVER,MHI,2013,Hawaii,HAW_KONA,PLES,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1583,DIVER,MHI,2013,Hawaii,HAW_KONA,PLSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1584,DIVER,MHI,2013,Hawaii,HAW_KONA,POCS,7,22910,0.538299826,0.089935453,0.927971774,0.119801765,9.923231607,2.80767242,0.04407949,0.044070395,19.99054204,4.244665056,0,0,0.982638024,0.982435286,0,0
1585,DIVER,MHI,2013,Hawaii,HAW_KONA,PODS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1586,DIVER,MHI,2013,Hawaii,HAW_KONA,POLY,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1587,DIVER,MHI,2013,Hawaii,HAW_KONA,POSP,7,22910,12.01082985,1.990334642,3.00669225,0.902793493,17.73395798,2.657812867,0.284931546,0.16736054,20.3745723,1.620247771,0,0,0.915979441,0.220153291,0.347452658,0.214845903
1588,DIVER,MHI,2013,Hawaii,HAW_KONA,PSSP,7,22910,0.010313182,0.010312091,0,0,0,0,0,0,2.887690965,0,0,0,0,0,0,0
1589,DIVER,MHI,2013,Hawaii,HAW_KONA,SASP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1590,DIVER,MHI,2013,Hawaii,HAW_KONA,SCAS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1591,DIVER,MHI,2013,Hawaii,HAW_KONA,SCSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1592,DIVER,MHI,2013,Hawaii,HAW_KONA,SESP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1593,DIVER,MHI,2013,Hawaii,HAW_KONA,SSSS,7,22910,15.20657686,1.926432876,6.000316456,1.123177496,15.36805929,1.94011325,0.287023523,0.13297454,18.88576216,1.373126943,0.748846076,0.459416374,0.758265795,0.193632199,0.274433543,0.169694837
1594,DIVER,MHI,2013,Hawaii,HAW_KONA,STSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1595,DIVER,MHI,2013,Hawaii,HAW_KONA,STYP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1596,DIVER,MHI,2013,Hawaii,HAW_KONA,STYS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1597,DIVER,MHI,2013,Hawaii,HAW_KONA,SYSP,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1598,DIVER,MHI,2013,Hawaii,HAW_KONA,TUBA,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1599,DIVER,MHI,2013,Hawaii,HAW_KONA,TURS,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1600,DIVER,MHI,2013,Hawaii,HAW_KONA,UNKN,7,22910,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1601,DIVER,MHI,2013,Hawaii,HAW_PUNA,ACAS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1602,DIVER,MHI,2013,Hawaii,HAW_PUNA,ACSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1603,DIVER,MHI,2013,Hawaii,HAW_PUNA,ALSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1604,DIVER,MHI,2013,Hawaii,HAW_PUNA,ASSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1605,DIVER,MHI,2013,Hawaii,HAW_PUNA,ASTS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1606,DIVER,MHI,2013,Hawaii,HAW_PUNA,BASP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1607,DIVER,MHI,2013,Hawaii,HAW_PUNA,CASP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1608,DIVER,MHI,2013,Hawaii,HAW_PUNA,COES,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1609,DIVER,MHI,2013,Hawaii,HAW_PUNA,COSP,8,12203,0.007903794,0.007901745,0,0,0,0,0,0,2.371138245,0,0,0,0,0,0,0
1610,DIVER,MHI,2013,Hawaii,HAW_PUNA,CTSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1611,DIVER,MHI,2013,Hawaii,HAW_PUNA,CYPS,8,12203,0.406597285,0.393431299,0.280411921,0.280302637,14.62617311,7.373102888,0,0,6.600946684,1.14519038,0,0,0,0,0,0
1612,DIVER,MHI,2013,Hawaii,HAW_PUNA,CYSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1613,DIVER,MHI,2013,Hawaii,HAW_PUNA,DIAS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1614,DIVER,MHI,2013,Hawaii,HAW_PUNA,DISP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1615,DIVER,MHI,2013,Hawaii,HAW_PUNA,ECHL,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1616,DIVER,MHI,2013,Hawaii,HAW_PUNA,ECHP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1617,DIVER,MHI,2013,Hawaii,HAW_PUNA,EUSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1618,DIVER,MHI,2013,Hawaii,HAW_PUNA,FASP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1619,DIVER,MHI,2013,Hawaii,HAW_PUNA,FAVS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1620,DIVER,MHI,2013,Hawaii,HAW_PUNA,FUSP,8,12203,0.238388374,0.208588877,0.157731705,0.157670233,0,0,0,0,9.032860772,0.353172914,0,0,0,0,0,0
1621,DIVER,MHI,2013,Hawaii,HAW_PUNA,GARS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1622,DIVER,MHI,2013,Hawaii,HAW_PUNA,GASP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1623,DIVER,MHI,2013,Hawaii,HAW_PUNA,GONS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1624,DIVER,MHI,2013,Hawaii,HAW_PUNA,GOSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1625,DIVER,MHI,2013,Hawaii,HAW_PUNA,HASP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1626,DIVER,MHI,2013,Hawaii,HAW_PUNA,HERS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1627,DIVER,MHI,2013,Hawaii,HAW_PUNA,HYSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1628,DIVER,MHI,2013,Hawaii,HAW_PUNA,ISSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1629,DIVER,MHI,2013,Hawaii,HAW_PUNA,LEPS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1630,DIVER,MHI,2013,Hawaii,HAW_PUNA,LEPT,8,12203,0.031546341,0.012873721,0,0,1.752574504,1.357009304,0,0,4.73195116,0.940163624,0,0,0,0,0,0
1631,DIVER,MHI,2013,Hawaii,HAW_PUNA,LESP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1632,DIVER,MHI,2013,Hawaii,HAW_PUNA,LOBS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1633,DIVER,MHI,2013,Hawaii,HAW_PUNA,MESP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1634,DIVER,MHI,2013,Hawaii,HAW_PUNA,MONS,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1635,DIVER,MHI,2013,Hawaii,HAW_PUNA,MOSP,8,12203,2.78311153,1.052326202,1.35979404,0.472838442,11.40215945,3.394077986,0.395189707,0.39508726,12.78312707,0.887523099,2.017844682,1.470666556,0,0,0,0
1636,DIVER,MHI,2013,Hawaii,HAW_PUNA,MYSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1637,DIVER,MHI,2013,Hawaii,HAW_PUNA,OUSP,8,12203,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
