,Mean.REGION,Mean.ISLAND,Mean.ANALYSIS_SEC,Mean.OBS_YEAR,Mean.N,Mean.ENC,Mean.UPMA,Mean.TURFH,Mean.FREE,Mean.CCAH,Mean.FOL,Mean.TURFR,Mean.EMA,Mean.OCTO,Mean.UI,Mean.SAND,Mean.BR,Mean.SP,Mean.AMNE,Mean.BGMA,Mean.CCAR,Mean.MASS,Mean.NS,Mean.HAL,Mean.HARD,Mean.TAB,Mean.TUN,Mean.ZO,Mean.COL,Mean.CMOR,Mean.RUB,Mean.BRY,Mean.GC,Mean.USC,Mean.POCS,Mean.ISSP,Mean.POMA,Mean.HALI,Mean.ECHP,Mean.MICR,Mean.GALS,Mean.ACBR,Mean.FASP,Mean.STYS,Mean.ASSP,Mean.GONS,Mean.LEPT,Mean.PLLE,Mean.MOEN,Mean.HYSP,Mean.FAVS,Mean.PAVS,Mean.PONM,Mean.CYPS,Mean.GASP,Mean.LOSY,Mean.TURS,Mean.ACAS,Mean.MONE,Mean.GOAL,Mean.ASPP,Mean.COSP,Mean.PADI,Mean.PESP,Mean.PSSP,Mean.FINE,Mean.ACTA,Mean.CAUL,Mean.DICO,Mean.AMSP,Mean.LESP,Mean.AVSP,Mean.GALI,Mean.NEOM,Mean.DICT,Mean.SG,Mean.LOBO,Mean.CHLS,Mean.ECHL,Mean.BI,Mean.ACPH,Mean.LOBS,Mean.MOFO,Mean.PAEN,Mean.POFO,Mean.MISP,Mean.POBR,Mean.RDMA,Mean.POEN,Mean.GRMA,Mean.DISP,Mean.MONS,Mean.LPHY,Mean.PLSP,Mean.SYSP,Mean.PAMA,Mean.MESP,Mean.PACS,Mean.FUSP,Mean.MOBR,Mean.OUSP,Mean.HYCO,Mean.HCOE,Mean.BRMA,Mean.PAFO,Mean.EUSP,Mean.PLER,Mean.ASTS,Mean.PHSP,Mean.ANTI,Mean.TOT_AREA_WT,PooledSE.REGION,PooledSE.ISLAND,PooledSE.ANALYSIS_SEC,PooledSE.OBS_YEAR,PooledSE.N,PooledSE.ENC,PooledSE.UPMA,PooledSE.TURFH,PooledSE.FREE,PooledSE.CCAH,PooledSE.FOL,PooledSE.TURFR,PooledSE.EMA,PooledSE.OCTO,PooledSE.UI,PooledSE.SAND,PooledSE.BR,PooledSE.SP,PooledSE.AMNE,PooledSE.BGMA,PooledSE.CCAR,PooledSE.MASS,PooledSE.NS,PooledSE.HAL,PooledSE.HARD,PooledSE.TAB,PooledSE.TUN,PooledSE.ZO,PooledSE.COL,PooledSE.CMOR,PooledSE.RUB,PooledSE.BRY,PooledSE.GC,PooledSE.USC,PooledSE.POCS,PooledSE.ISSP,PooledSE.POMA,PooledSE.HALI,PooledSE.ECHP,PooledSE.MICR,PooledSE.GALS,PooledSE.ACBR,PooledSE.FASP,PooledSE.STYS,PooledSE.ASSP,PooledSE.GONS,PooledSE.LEPT,PooledSE.PLLE,PooledSE.MOEN,PooledSE.HYSP,PooledSE.FAVS,PooledSE.PAVS,PooledSE.PONM,PooledSE.CYPS,PooledSE.GASP,PooledSE.LOSY,PooledSE.TURS,PooledSE.ACAS,PooledSE.MONE,PooledSE.GOAL,PooledSE.ASPP,PooledSE.COSP,PooledSE.PADI,PooledSE.PESP,PooledSE.PSSP,PooledSE.FINE,PooledSE.ACTA,PooledSE.CAUL,PooledSE.DICO,PooledSE.AMSP,PooledSE.LESP,PooledSE.AVSP,PooledSE.GALI,PooledSE.NEOM,PooledSE.DICT,PooledSE.SG,PooledSE.LOBO,PooledSE.CHLS,PooledSE.ECHL,PooledSE.BI,PooledSE.ACPH,PooledSE.LOBS,PooledSE.MOFO,PooledSE.PAEN,PooledSE.POFO,PooledSE.MISP,PooledSE.POBR,PooledSE.RDMA,PooledSE.POEN,PooledSE.GRMA,PooledSE.DISP,PooledSE.MONS,PooledSE.LPHY,PooledSE.PLSP,PooledSE.SYSP,PooledSE.PAMA,PooledSE.MESP,PooledSE.PACS,PooledSE.FUSP,PooledSE.MOBR,PooledSE.OUSP,PooledSE.HYCO,PooledSE.HCOE,PooledSE.BRMA,PooledSE.PAFO,PooledSE.EUSP,PooledSE.PLER,PooledSE.ASTS,PooledSE.PHSP,PooledSE.ANTI
11,MHI,Maui,MAI_NE,2010,7,0.492836884,14.85455248,60.38350093,0,4.973914874,0,2.324822962,3.907671317,0,0,8.90928881,0.941963299,0,0,0.276088326,0.285770825,0.517103689,0,0.650338002,1.063152685,0,0,0.267311568,0,0,0.151683349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291.310577,MHI,Maui,MAI_NE,2010,7,0.259866345,3.370967621,5.707326793,0,1.84301738,0,0.828143,0.945245305,0,0,5.419031454,0.474609973,0,0,0.080741878,0.141684858,0.34560621,0,0.476472987,0.410077578,0,0,0.233615031,0,0,0.090274405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MHI,Maui,MAI_NW,2010,4,2.224529638,3.862185265,64.37689327,0,7.077204291,0,0.331134044,8.933947505,0,0,3.861738914,1.055218795,0,0,1.594141933,0.110378015,5.556563496,0,0.772646102,0.070834992,0,0,0.067799207,0,0,0.104784534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.8612162,MHI,Maui,MAI_NW,2010,4,1.876367516,2.148755203,9.879143969,0,0.388458956,0,0.330846221,3.438689959,0,0,0.329355922,0.297970822,0,0,0.71049971,0.110282074,2.829703879,0,0.771974515,0.07073437,0,0,0.067702897,0,0,0.104693455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,MHI,Molokai,MOL_SOUTH,2010,4,18.9676242,0.618074489,30.45913604,0.087719298,4.65571362,3.160159176,3.448675538,5.75060622,0,0,2.202000944,21.41010507,0,0,2.015122687,0.176678445,6.606061635,0,0,0.177304965,0.265017668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.9775235,MHI,Molokai,MOL_SOUTH,2010,4,6.205902532,0.222595864,8.517553418,0.08764665,1.06479078,1.447189006,2.334963847,4.365424065,0,0,0.662390713,2.888113548,0,0,1.484518166,0.176532122,1.101741571,0,0,0.177158123,0.264798183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,MHI,Molokai,MOL_WEST,2010,4,6.974493883,6.214064944,50.97003696,0,1.400928053,0.167729447,1.684539806,2.109275968,0,0,17.73938969,5.476165003,0,0,0.176877328,0.357376717,5.213008244,0,1.157529883,0.358584071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634.962602,MHI,Molokai,MOL_WEST,2010,4,6.713079821,5.341814883,3.478851155,0,0.517507671,0.167695918,0.186643207,1.544618237,0,0,12.77857682,3.750590678,0,0,0.17684538,0.180466787,3.750629055,0,0.901332174,0.358519302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,MHI,Niihau,NII_EAST,2010,7,0.225156969,12.43718639,67.10919477,0,2.447231546,0,3.142396765,1.375909717,0,0,9.457842547,0.55554438,0,0,1.149176113,0.393244894,1.028265676,0,0.35996398,0.31888625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.461404,MHI,Niihau,NII_EAST,2010,7,0.151749635,7.876869439,8.522952365,0,1.081275589,0,1.088059793,0.786272771,0,0,1.978719692,0.148699145,0,0,0.567483897,0.081815059,0.576294672,0,0.172409781,0.188421082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MHI,Niihau,NII_WEST,2010,8,0.382572723,3.661653335,75.78530642,0,4.674711738,0,0.63775787,5.34574061,0,0.046820684,6.878636619,0.471779215,0,0,1.612595545,0.188382547,0.093641367,0,0,0.220401328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5380.849639,MHI,Niihau,NII_WEST,2010,8,0.098853888,1.644945482,3.800816007,0,0.609465226,0,0.306530141,1.736695523,0,0.046812861,2.29132727,0.314981844,0,0,0.857311696,0.054516177,0.093625722,0,0,0.113234103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,MHI,Oahu,OAH_EAST,2010,10,5.236447784,9.880900366,57.48685555,0,3.161830413,0,1.799466789,2.008778788,0,0.03823548,14.90096654,1.629581405,0,0,0.604010446,0.385366909,1.428360614,0,0.767942293,0.559631205,0,0,0.082550833,0,0,0.029074589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.086288,MHI,Oahu,OAH_EAST,2010,10,1.903343693,3.609491181,2.45927779,0,0.783535704,0,0.919235231,0.91166791,0,0.038225715,4.403183323,0.639353443,0,0,0.465563813,0.110269242,0.468172808,0,0.617030346,0.367809948,0,0,0.082530754,0,0,0.029064756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,MHI,Oahu,OAH_NE,2010,6,7.670533068,8.607356223,58.27768635,0,10.31376814,0,0.021395389,4.38388981,0,0,3.155998419,2.033103748,0,0,0.919837054,0.114930886,1.957741249,0,1.828569209,0.672399676,0.021395389,0,0,0,0,0.021395389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819.080853,MHI,Oahu,OAH_NE,2010,6,2.385630779,4.3433098,6.027085923,0,3.333038554,0,0.021382134,2.645054624,0,0,1.575050827,0.689586457,0,0,0.859336214,0.097880494,1.018971984,0,0.311279406,0.672321208,0.021382134,0,0,0,0,0.021382134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MHI,Oahu,OAH_SOUTH,2010,24,2.142275216,8.110267637,64.54649876,0,2.831415481,0,2.279774623,1.788122049,0,0.039164579,11.66527031,1.639669781,0.017028293,0,0.902924298,0.544883154,2.187718875,0,0.268546387,0.555486163,0,0,0,0.013246883,0,0.224364083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243343426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9041.70869,MHI,Oahu,OAH_SOUTH,2010,24,0.759551363,2.294705155,3.01085757,0,0.875470447,0,0.969260288,0.750254634,0,0.02790733,2.379795878,0.361883203,0.017023638,0,0.351293305,0.202096038,0.79830153,0,0.13963599,0.305294123,0,0,0,0.013242243,0,0.130696562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24325819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MHI,Lanai,LAN_NORTH,2012,2,0,19.18451987,14.22427544,0,3.849174213,0,0,0.523325726,0,0,0.886524823,0,0,0,2.114775823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523325726,0,1.591450097,0,0,0,0,0,0,0,0,0,0,0,13.04878647,0,0,1.396966797,4.900120248,0,0,0,0,0,37.75675477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.3020737,MHI,Lanai,LAN_NORTH,2012,2,0,7.759167121,3.148905159,0,0.302814707,0,0,0.16857094,0,0,0.885763666,0,0,0,1.07578909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16857094,0,1.24436003,0,0,0,0,0,0,0,0,0,0,0,7.014390059,0,0,0.332850983,0.289942017,0,0,0,0,0,5.83684542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MHI,Lanai,LAN_SOUTH,2012,26,0.027818737,0.438138531,70.81314117,0,2.623829947,0,0.117321112,0.267858368,0,0,5.343583798,0,0,0,0.421670966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89563073,0,7.992711112,0.509351653,0,0,0,0,0,0,0,0.01413795,0.084733134,0,2.44429427,0,0,0.090127776,2.665629886,0,0,0,0,0,3.698224635,0,0.551796224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.663929,MHI,Lanai,LAN_SOUTH,2012,26,0.018722075,0.269165341,3.189964262,0,0.640652053,0,0.05769312,0.087144499,0,0,0.937255068,0,0,0,0.130534814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358917612,0,1.808505487,0.209725388,0,0,0,0,0,0,0,0.014109497,0.044194335,0,0.805236469,0,0,0.046771864,0.858137396,0,0,0,0,0,1.692019901,0,0.2959619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,MHI,Maui,MAI_KIHEI,2012,18,0,0,47.17249767,0,5.951493129,0,0.161254982,0.098534994,0,0,8.668748164,0,0.013604755,0,0.668372684,0.045774124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52706689,0,6.608335833,0.040222953,0,0,0,0,0,0,0,0,0,0,4.484061316,0,0,0.571052481,10.75107443,0,0,0,0,0,14.23790559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.557691,MHI,Maui,MAI_KIHEI,2012,18,0,0,4.375925123,0,2.025726457,0,0.130702036,0.069397384,0,0,2.918563061,0,0.013582312,0,0.23187065,0.034898492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119204824,0,1.596475659,0.04017652,0,0,0,0,0,0,0,0,0,0,1.199300659,0,0,0.317216531,2.651630472,0,0,0,0,0,2.246707145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,MHI,Maui,MAI_LAHAINA,2012,13,0,0.803899286,64.65668262,0,0.738042385,0,0.106317152,0.075128091,0,0,20.29903029,0,0.077754306,0,0.65923327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058227825,0,5.659756841,1.722742028,0,0,0,0,0,0,0,0,0,0,0.729457628,0,0,0,0.313149261,0,0,0.053049761,0,0,0.375326922,0,0,0,2.672202337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.2765979,MHI,Maui,MAI_LAHAINA,2012,13,0,0.540559259,3.453687501,0,0.292429225,0,0.060814799,0.074992128,0,0,3.54948181,0,0.07762146,0,0.256551779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32454593,0,1.957853535,0.521228945,0,0,0,0,0,0,0,0,0,0,0.323019729,0,0,0,0.152091491,0,0,0.052959123,0,0,0.260835617,0,0,0,2.641022185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,MHI,Maui,MAI_NE,2012,11,0.025787639,1.509073075,80.49095292,0,5.270279317,0,0.768250733,5.103367346,0,0,1.943406475,0,0.025787639,0,0.831288366,0,0,0,0,0,0,0,0.107157467,0,0,0,0,0,0,2.65968815,0,0.847043315,0.107651672,0,0,0,0,0,0,0,0,0,0,0.128265551,0,0,0,0,0,0,0,0,0,0.025787639,0,0.07070737,0,0,0,0,0,0,0,0.059717686,0,0,0,0,0,0,0,0.025787639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291.310577,MHI,Maui,MAI_NE,2012,11,0.025769387,0.913161279,1.786218193,0,1.00638324,0,0.478275187,1.172057532,0,0,0.308775993,0,0.025769387,0,0.316134227,0,0,0,0,0,0,0,0.107101785,0,0,0,0,0,0,0.67978911,0,0.365632422,0.051886151,0,0,0,0,0,0,0,0,0,0,0.105614636,0,0,0,0,0,0,0,0,0,0.025769387,0,0.07066921,0,0,0,0,0,0,0,0.042591867,0,0,0,0,0,0,0,0.025769387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,MHI,Maui,MAI_NW,2012,5,0,0.313222898,79.87057346,0,2.623164599,0,0.350262677,3.794358341,0,0,5.101417862,0,0,0,1.137704184,0.053157507,0,0,0,0,0,0,0.051941486,0,0,0,0,0,0,0.808083518,0,3.095401508,0.637597611,0,0,0,0,0,0,0,0,0,0,0.320734857,0,0,0,0.051941486,0,0,0,0,0,0.549000677,0,0.088674095,0,1.15276324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.4619728,MHI,Maui,MAI_NW,2012,5,0,0.237205497,2.642171302,0,0.200546682,0,0.17277751,1.735311666,0,0,1.594962676,0,0,0,0.472680715,0.053088185,0,0,0,0,0,0,0.051873749,0,0,0,0,0,0,0.572606139,0,0.993793234,0.371597868,0,0,0,0,0,0,0,0,0,0,0.245036129,0,0,0,0.051873749,0,0,0,0,0,0.412710722,0,0.088603851,0,1.151850066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MHI,Molokai,MOL_PALI,2012,15,0,0.882171872,79.71805823,0,5.576845463,0,0.551548283,2.142655771,0,0,6.634156692,0,0,0,0.324520555,0,0,0,0,0,0,0,0.457433325,0,0,0,0,0,0,2.314441677,0,0.566315197,0.038089364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65104464,0,0,0,0.035564311,0,0,0,0,0.033129768,0,0.022287821,0,0,0,0,0,0.051737031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.30528,MHI,Molokai,MOL_PALI,2012,15,0,0.532647989,3.465938748,0,1.175411855,0,0.550895521,0.276342965,0,0,3.296253117,0,0,0,0.102667058,0,0,0,0,0,0,0,0.270910941,0,0,0,0,0,0,1.023915398,0,0.317741088,0.027284799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650571562,0,0,0,0.035538469,0,0,0,0,0.020922461,0,0.022261444,0,0,0,0,0,0.039034616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,MHI,Molokai,MOL_SOUTH,2012,17,0.006963886,0.217651134,52.9414364,0,2.040372786,0,0.038615871,0.072019436,0,0,7.65747745,0,0,0,1.423349571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848826914,0,3.803511701,0.206363098,0,0,0,0,0,0,0,0,0,0,8.9364217,0,0,0.242014988,7.742700884,0,0,0.013361219,0,0,13.80891297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129.325315,MHI,Molokai,MOL_SOUTH,2012,17,0.006956676,0.193491874,3.738665692,0,0.806683927,0,0.038609027,0.040161038,0,0,4.158687553,0,0,0,0.713095828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372347454,0,2.096217684,0.093712333,0,0,0,0,0,0,0,0,0,0,2.648502954,0,0,0.109789197,2.873968371,0,0,0.013347385,0,0,3.313560269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,MHI,Molokai,MOL_WEST,2012,18,0,1.598692382,86.35413211,0,1.24683664,0,0.129915876,0,0,0,4.138012607,0,0,0,2.463195846,0.167400885,0,0,0,0,0,0,0.009793027,0,0,0,0,0,0,0.928378119,0,0.880302829,1.21733484,0,0.11173453,0,0,0,0,0,0,0,0,0.063996182,0,0,0,0,0,0,0,0,0,0.122914255,0,0.411716194,0,0,0,0,0,0,0,0.155643679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147.201429,MHI,Molokai,MOL_WEST,2012,18,0,0.551879744,1.299654276,0,0.524536342,0,0.08974975,0,0,0,1.088806757,0,0,0,0.619309065,0.074254711,0,0,0,0,0,0,0.009778678,0,0,0,0,0,0,0.267931493,0,0.331724082,0.230638074,0,0.072746045,0,0,0,0,0,0,0,0,0.063957796,0,0,0,0,0,0,0,0,0,0.09617453,0,0.257841657,0,0,0,0,0,0,0,0.086462657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,MHI,Oahu,OAH_KAENA,2012,5,0,0.206185567,68.28947384,0,0.676859923,0,0.336700337,0.13559322,0,0,2.887919743,0,0.134680135,0,2.437785268,0.067340067,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359089579,0,12.67297267,0.781758958,0,0,0,0,0,0,0,0,0,0,2.875136052,0,0,0.067340067,0.06779661,0,0,0,0,0,6.003367962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.0399306,MHI,Oahu,OAH_KAENA,2012,5,0,0.205994009,3.442762524,0,0.46431746,0,0.336387524,0.135467247,0,0,0.934906062,0,0.13455501,0,1.577356797,0.067277505,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133050102,0,3.273578767,0.781032661,0,0,0,0,0,0,0,0,0,0,1.997577418,0,0,0.067277505,0.067733623,0,0,0,0,0,2.363428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
